         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]          [mW]          [mg]          [°C]
           828   2.18949e+02   8.28000e+02   4.16229e+01   1.26699e+01   2.18000e+02
           829   2.19119e+02   8.29000e+02   4.16543e+01   1.26702e+01   2.18167e+02
           830   2.19293e+02   8.30000e+02   4.16857e+01   1.26703e+01   2.18333e+02
           831   2.19456e+02   8.31000e+02   4.17165e+01   1.26704e+01   2.18500e+02
           832   2.19630e+02   8.32000e+02   4.17459e+01   1.26704e+01   2.18667e+02
           833   2.19792e+02   8.33000e+02   4.17736e+01   1.26703e+01   2.18833e+02
           834   2.19959e+02   8.34000e+02   4.17997e+01   1.26702e+01   2.19000e+02
           835   2.20130e+02   8.35000e+02   4.18242e+01   1.26701e+01   2.19167e+02
           836   2.20297e+02   8.36000e+02   4.18471e+01   1.26701e+01   2.19333e+02
           837   2.20464e+02   8.37000e+02   4.18683e+01   1.26700e+01   2.19500e+02
           838   2.20631e+02   8.38000e+02   4.18878e+01   1.26700e+01   2.19667e+02
           839   2.20797e+02   8.39000e+02   4.19050e+01   1.26700e+01   2.19833e+02
           840   2.20974e+02   8.40000e+02   4.19210e+01   1.26701e+01   2.20000e+02
Calib TGA/DSC Standard In, 17.09.2025 14:37:47
